period,risk_grade,eligible_accounts,excluded_immature_accounts,bad_events,observed_bad_rate_matured,mean_pd_matured,calibration_gap_matured,oe_ratio_matured,outcome_window,eligibility_status,data_layer,data_status,source_project,source_version,claim_boundary,as_of_period
2010-09,D - High,250,0,48,0.192,0.22736165282511792,-0.03536165282511791,0.8444695823340209,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-09
2010-09,E - Very High,69,0,14,0.2028985507246377,0.2919501550390764,-0.0890516043144387,0.6949766842818785,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-09
2010-10,A - Low,290,0,26,0.0896551724137931,0.08523193182731728,0.004423240586475821,1.0518965191993705,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-10
2010-10,B - Moderate,365,0,42,0.11506849315068493,0.13722061340011696,-0.022152120249432028,0.8385656520508372,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-10
2010-10,C - Watch,251,0,54,0.2151394422310757,0.18343289098196758,0.03170655124910812,1.1728509597126997,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-10
2010-10,D - High,238,0,41,0.1722689075630252,0.22648587756175753,-0.05421696999873232,0.7606165533038651,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-10
2010-10,E - Very High,88,0,26,0.29545454545454547,0.2859865639252119,0.009467981529333591,1.0331063858363974,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-10
2010-11,A - Low,339,0,17,0.05014749262536873,0.08523193182731727,-0.035084439201948536,0.5883650827834012,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-11
2010-11,B - Moderate,355,0,45,0.1267605633802817,0.13645387572860815,-0.00969331234832646,0.928962718746037,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-11
2010-11,C - Watch,243,0,40,0.1646090534979424,0.18343393712749168,-0.01882488362954929,0.8973751317540251,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-11
2010-11,D - High,227,0,52,0.2290748898678414,0.2294974795176307,-0.00042258964978927893,0.9981586305406164,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-11
2010-11,E - Very High,60,0,21,0.35,0.28801860237882493,0.06198139762117505,1.2151992861199021,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-11
2010-12,A - Low,340,0,25,0.07352941176470588,0.08523193182731728,-0.011702520062611396,0.8626979371261807,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-12
2010-12,B - Moderate,400,0,42,0.105,0.1366157425703711,-0.0316157425703711,0.7685790672763371,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-12
2010-12,C - Watch,288,0,41,0.1423611111111111,0.1831241718032142,-0.04076306069210309,0.7774020748287277,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-12
2010-12,D - High,222,0,35,0.15765765765765766,0.2273242115475051,-0.06966655388984744,0.6935365862897148,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-12
2010-12,E - Very High,85,0,18,0.21176470588235294,0.290110406669309,-0.07834570078695605,0.7299452243494983,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2010-12
2011-01,A - Low,344,0,31,0.09011627906976744,0.08523193182731727,0.004884347242450168,1.0573065415476681,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-01
2011-01,B - Moderate,438,0,55,0.12557077625570776,0.13621249535054053,-0.010641719094832774,0.9218741344731517,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-01
2011-01,C - Watch,297,0,45,0.15151515151515152,0.18326683915605724,-0.03175168764090572,0.8267461381059331,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-01
2011-01,D - High,229,0,36,0.1572052401746725,0.22627824731482304,-0.06907300714015055,0.6947430521500875,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-01
2011-01,E - Very High,72,0,19,0.2638888888888889,0.28937329468123374,-0.025484405792344844,0.9119324199545856,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-01
2011-02,A - Low,332,0,32,0.0963855421686747,0.08523193182731727,0.011153610341357437,1.1308618742087768,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-02
2011-02,B - Moderate,441,0,54,0.12244897959183673,0.13737834615617311,-0.014929366564336383,0.8913266392990019,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-02
2011-02,C - Watch,259,0,38,0.14671814671814673,0.18367827067535303,-0.0369601239572063,0.798777918469559,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-02
2011-02,D - High,216,0,38,0.17592592592592593,0.22806258387347575,-0.05213665794754982,0.7713931980334218,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-02
2011-02,E - Very High,50,0,7,0.14,0.30122685232731017,-0.16122685232731016,0.4647660024939522,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-02
2011-03,A - Low,365,0,29,0.07945205479452055,0.08523193182731728,-0.005779877032796726,0.9321864832947006,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-03
2011-03,B - Moderate,465,0,66,0.14193548387096774,0.13715557352595073,0.004779910345017013,1.034850281487924,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-03
2011-03,C - Watch,295,0,49,0.16610169491525423,0.18353629980732922,-0.01743460489207499,0.9050073205661371,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-03
2011-03,D - High,244,0,48,0.19672131147540983,0.22657424331542636,-0.029852931840016528,0.86824216467334,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-03
2011-03,E - Very High,79,0,18,0.22784810126582278,0.29389608069085776,-0.06604797942503499,0.7752675732531824,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-03
2011-04,A - Low,406,0,40,0.09852216748768473,0.0852319318273173,0.013290235660367439,1.155930240878429,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-04
2011-04,B - Moderate,476,0,58,0.12184873949579832,0.13695375862228792,-0.015105019126489608,0.8897071589824085,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-04
2011-04,C - Watch,311,0,50,0.1607717041800643,0.18378580615622306,-0.023014101976158746,0.8747775877937162,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-04
2011-04,D - High,275,0,50,0.18181818181818182,0.2272014005550877,-0.04538321873690587,0.8002511488660381,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-04
2011-04,E - Very High,95,0,24,0.25263157894736843,0.28678868436742755,-0.03415710542005912,0.8808980016230425,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-04
2011-05,A - Low,420,0,30,0.07142857142857142,0.08523193182731728,-0.013803360398745856,0.8380494246368612,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-05
2011-05,B - Moderate,548,0,77,0.14051094890510948,0.13735306686648466,0.0031578820386248263,1.022990983096828,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-05
2011-05,C - Watch,347,0,69,0.1988472622478386,0.18287244941944397,0.015974812828394636,1.0873549453682556,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-05
2011-05,D - High,300,0,80,0.26666666666666666,0.2266275599228274,0.04003910674383926,1.1766735994398634,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-05
2011-05,E - Very High,89,0,34,0.38202247191011235,0.2899250654223834,0.09209740648772896,1.3176593453675864,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-05
2011-06,A - Low,477,0,43,0.09014675052410902,0.0852319318273173,0.004914818696791723,1.0576640537345712,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-06
2011-06,B - Moderate,566,0,76,0.13427561837455831,0.1373435111835459,-0.003067892808987588,0.9776626301268238,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-06
2011-06,C - Watch,376,0,68,0.18085106382978725,0.1831889881349814,-0.0023379243051941667,0.9872376373220016,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-06
2011-06,D - High,333,0,65,0.19519519519519518,0.22666340262924514,-0.03146820743404996,0.861167673876657,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-06
2011-06,E - Very High,83,0,19,0.2289156626506024,0.28690465358798883,-0.057988990937386437,0.7978806191806778,12-month matured target,LOW_SAMPLE_REVIEW,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-06
2011-07,A - Low,469,0,35,0.07462686567164178,0.0852319318273173,-0.01060506615567551,0.8755740257400041,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-07
2011-07,B - Moderate,579,0,90,0.15544041450777202,0.13757058184219786,0.017869832665574154,1.1298957409809605,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-07
2011-07,C - Watch,361,0,57,0.15789473684210525,0.18351158445355292,-0.02561684761144767,0.8604074631706352,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-07
2011-07,D - High,357,0,76,0.21288515406162464,0.2261544445493339,-0.013269290487709251,0.9413264217992645,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-07
2011-07,E - Very High,109,0,24,0.22018348623853212,0.2897616812358234,-0.06957819499729129,0.759877859969121,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-07
2011-08,A - Low,509,0,42,0.0825147347740668,0.0852319318273173,-0.002717197053250492,0.9681199640205783,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-08
2011-08,B - Moderate,601,0,69,0.11480865224625623,0.13708474391257006,-0.02227609166631382,0.8375013073626846,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-08
2011-08,C - Watch,399,0,72,0.18045112781954886,0.18386088052120772,-0.003409752701658858,0.9814547135203916,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-08
2011-08,D - High,309,0,58,0.18770226537216828,0.22430767869946858,-0.0366054133273003,0.8368071323302985,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-08
2011-08,E - Very High,116,0,30,0.25862068965517243,0.29176736297428374,-0.03314667331911131,0.8863934849284948,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-08
2011-09,A - Low,584,0,39,0.06678082191780822,0.08523193182731727,-0.018451109909509045,0.7835188113899424,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-09
2011-09,B - Moderate,633,0,80,0.1263823064770932,0.1368336107365355,-0.010451304259442296,0.923620342961163,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-09
2011-09,C - Watch,426,0,89,0.20892018779342722,0.18366323454503344,0.025256953248393776,1.1375177417024138,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-09
2011-09,D - High,318,0,76,0.2389937106918239,0.22604126223173235,0.012952448460091553,1.0573012570015337,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-09
2011-09,E - Very High,106,0,24,0.22641509433962265,0.28972474787289637,-0.06330965353327372,0.7814834459324546,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-09
2011-10,A - Low,560,0,48,0.08571428571428572,0.08523193182731728,0.00048235388696843406,1.0056593095642334,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-10
2011-10,B - Moderate,689,0,97,0.14078374455732948,0.13700991819091668,0.003773826366412797,1.0275441837805797,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-10
2011-10,C - Watch,412,0,66,0.16019417475728157,0.18301393255227383,-0.022819757794992263,0.8753113630380337,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-10
2011-10,D - High,355,0,72,0.2028169014084507,0.2255278694464586,-0.0227109680380079,0.8992986184201966,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-10
2011-10,E - Very High,102,0,30,0.29411764705882354,0.2952502686402128,-0.0011326215813892704,0.9961638592689327,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-10
2011-11,A - Low,491,0,34,0.06924643584521385,0.0852319318273173,-0.015985495982103443,0.812447100055287,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-11
2011-11,B - Moderate,670,0,90,0.13432835820895522,0.13735603224259735,-0.003027674033642125,0.9779574731141427,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-11
2011-11,C - Watch,493,0,87,0.17647058823529413,0.18354671978468196,-0.007076131549387826,0.9614477907440198,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-11
2011-11,D - High,439,0,93,0.21184510250569477,0.22703812679151217,-0.015193024285817397,0.9330816171692208,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-11
2011-11,E - Very High,139,0,40,0.28776978417266186,0.2917976091432782,-0.004027824970616323,0.9861965114023995,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-11
2011-12,A - Low,332,0,34,0.10240963855421686,0.08523193182731727,0.017177706726899597,1.2015407413468253,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-12
2011-12,B - Moderate,728,0,125,0.1717032967032967,0.13700874243640104,0.03469455426689566,1.2532287622667637,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-12
2011-12,C - Watch,580,0,109,0.1879310344827586,0.18389617291990054,0.004034861562858066,1.0219409762519394,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-12
2011-12,D - High,465,0,113,0.24301075268817204,0.22937445121832284,0.013636301469849205,1.059449957906907,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-12
2011-12,E - Very High,162,0,50,0.30864197530864196,0.2918192668939162,0.016822708414725773,1.0576476961024004,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2011-12
2012-01,A - Low,452,0,44,0.09734513274336283,0.0852319318273173,0.012113200916045536,1.1421204548148371,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-01
2012-01,B - Moderate,791,0,122,0.15423514538558786,0.13662033071825794,0.01761481466732992,1.1289326015734484,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-01
2012-01,C - Watch,619,0,114,0.1841680129240711,0.18408403037776994,8.398254630115343e-05,1.0004562185330732,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-01
2012-01,D - High,568,0,117,0.20598591549295775,0.2275773002452706,-0.021591384752312842,0.9051250510088537,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-01
2012-01,E - Very High,172,0,43,0.25,0.29378392078209936,-0.04378392078209936,0.8509655645362088,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-01
2012-02,A - Low,444,0,45,0.10135135135135136,0.08523193182731728,0.016119419524034076,1.1891241836063573,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-02
2012-02,B - Moderate,834,0,123,0.1474820143884892,0.13688336527561837,0.01059864911287084,1.0774283207570925,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-02
2012-02,C - Watch,586,0,105,0.17918088737201365,0.18432665050376973,-0.005145763131756076,0.9720834555519098,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-02
2012-02,D - High,520,0,95,0.18269230769230768,0.22731652212109915,-0.04462421442879147,0.8036912846791724,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-02
2012-02,E - Very High,176,0,53,0.30113636363636365,0.29048937640765,0.010646987228713656,1.0366518988073854,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-02
2012-03,A - Low,539,0,46,0.08534322820037106,0.08523193182731728,0.00011129637305377915,1.0013058060596265,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-03
2012-03,B - Moderate,995,0,125,0.12562814070351758,0.1366582962970869,-0.011030155593569319,0.9192866010154962,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-03
2012-03,C - Watch,698,0,125,0.17908309455587393,0.18346967543697773,-0.004386580881103802,0.9760909759574377,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-03
2012-03,D - High,525,0,100,0.19047619047619047,0.2257132178651817,-0.03523702738899123,0.8438858489446627,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-03
2012-03,E - Very High,157,0,47,0.29936305732484075,0.2901606556531751,0.009202401671665639,1.0317148500059399,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-03
2012-04,A - Low,548,0,38,0.06934306569343066,0.08523193182731728,-0.015888866133886625,0.8135808282970989,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-04
2012-04,B - Moderate,944,0,131,0.13877118644067796,0.13767554802842158,0.0010956384122563778,1.0079581191282434,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-04
2012-04,C - Watch,813,0,118,0.14514145141451415,0.18415652354508227,-0.039015072130568124,0.788141786239698,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-04
2012-04,D - High,689,0,149,0.216255442670537,0.22817812097701964,-0.011922678306482637,0.9477483719498093,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-04
2012-04,E - Very High,236,0,60,0.2542372881355932,0.2942524830585534,-0.040015194922960184,0.8640106805318019,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-04
2012-05,A - Low,597,0,40,0.06700167504187604,0.08523193182731728,-0.01823025678544124,0.7861100130597023,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-05
2012-05,B - Moderate,957,0,139,0.1452455590386625,0.13810864215225163,0.0071369168864108545,1.051676106398491,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-05
2012-05,C - Watch,836,0,147,0.17583732057416268,0.18363008878756837,-0.0077927682134056875,0.9575626834095761,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-05
2012-05,D - High,748,0,167,0.2232620320855615,0.22747849088581232,-0.004216458800250816,0.9814643627015823,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-05
2012-05,E - Very High,262,0,76,0.2900763358778626,0.2919198059748837,-0.001843470097021127,0.9936850119132384,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-05
2012-06,A - Low,519,0,45,0.08670520231213873,0.08523193182731728,0.0014732704848214456,1.017285428749947,12-month matured target,ELIGIBLE,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Calibration uses matured accounts only,2012-06
