policy_version,policy_version_name,application_period,policy_decision,accounts,matured_accounts,observed_bad_accounts,observed_bad_rate_matured,outcome_status,exposure,avg_pd,expected_loss,exceptions,overrides,approve_cutoff,manual_upper_cutoff,segment_overlay_enabled,data_layer,data_status,source_project,source_version,claim_boundary,as_of_period
scenario_2_conservative_15,Scenario 2 Conservative 15%,2016-12,APPROVE,5443,5443,830,0.15248943597280912,ASSESSABLE,82829525.0,0.1216453065529517,3441494.575005819,4,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2016-12
scenario_2_conservative_15,Scenario 2 Conservative 15%,2016-12,MANUAL_REVIEW,13923,13923,3997,0.28707893413775765,ASSESSABLE,186989225.0,0.23805357876973665,18654608.26368105,167,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2016-12
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-01,APPROVE,5023,5023,677,0.13478001194505276,ASSESSABLE,79208425.0,0.12108439929599457,3302661.0400234484,3,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-01
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-01,MANUAL_REVIEW,11368,11368,3041,0.2675052779732583,ASSESSABLE,158453725.0,0.23576489061396383,15590138.534700364,118,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-01
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-02,APPROVE,4096,4096,554,0.13525390625,ASSESSABLE,64458000.0,0.12100191975072788,2672234.622779794,4,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-02
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-02,MANUAL_REVIEW,9370,9370,2573,0.2745997865528282,ASSESSABLE,132798375.0,0.23500468965533058,13001126.629437204,108,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-02
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-03,APPROVE,5396,5396,768,0.14232765011119347,ASSESSABLE,85131925.0,0.12073064736342064,3510212.5929132933,16,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-03
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-03,MANUAL_REVIEW,11605,11605,3132,0.26988367083153814,ASSESSABLE,160316275.0,0.2343048983124885,15750765.39969139,167,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-03
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-04,APPROVE,4178,4178,579,0.1385830540928674,ASSESSABLE,64977800.0,0.1192447971122492,2634081.4577745385,14,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-04
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-04,MANUAL_REVIEW,8917,8917,2538,0.2846248738364921,ASSESSABLE,123156325.0,0.23510470040055556,12112895.471066494,226,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-04
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-05,APPROVE,5068,5068,741,0.1462115232833465,ASSESSABLE,78364500.0,0.1192834897775974,3173187.6259070616,19,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-05
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-05,MANUAL_REVIEW,11075,11075,3125,0.28216704288939054,ASSESSABLE,148842500.0,0.2361617019513517,14744757.464935765,248,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-05
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-06,APPROVE,4974,4974,692,0.1391234418978689,ASSESSABLE,75102250.0,0.1193424060944008,3024550.846947411,10,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-06
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-06,MANUAL_REVIEW,10244,10244,2906,0.2836782506833268,ASSESSABLE,138507625.0,0.2345518537280331,13598911.576695345,252,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-06
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-07,APPROVE,4796,4796,670,0.1396997497914929,ASSESSABLE,70214525.0,0.11911018721783458,2822245.2718420923,12,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-07
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-07,MANUAL_REVIEW,10146,10146,2928,0.2885866351271437,ASSESSABLE,136533325.0,0.23644291899423792,13505367.45590295,299,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-07
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-08,APPROVE,5112,5112,727,0.14221439749608764,ASSESSABLE,75356250.0,0.11886923185716361,3023676.6334779,33,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-08
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-08,MANUAL_REVIEW,10351,10351,2814,0.27185779151772776,ASSESSABLE,136379175.0,0.23467693136158713,13468957.623081781,359,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-08
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-09,APPROVE,4546,4546,703,0.15464144302683677,ASSESSABLE,70618350.0,0.11776487561398315,2782033.4223243846,61,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-09
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-09,MANUAL_REVIEW,8826,8826,2636,0.29866304101518243,ASSESSABLE,124896750.0,0.23772225806590114,12434979.459236126,741,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-09
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-10,APPROVE,4466,4466,674,0.1509180474697716,ASSESSABLE,67459400.0,0.11788941772923855,2648743.2913262863,87,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-10
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-10,MANUAL_REVIEW,7429,7429,1965,0.26450397092475436,ASSESSABLE,103108725.0,0.23352596768605602,9941896.669641877,715,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-10
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-11,APPROVE,4709,4709,675,0.14334253557018475,ASSESSABLE,73307000.0,0.11729561040756244,2851218.8618808254,67,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-11
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-11,MANUAL_REVIEW,7377,7377,1849,0.2506438931815101,ASSESSABLE,101140200.0,0.23224918668745073,9680752.999827053,675,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-11
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-12,APPROVE,4145,4145,660,0.15922798552472858,ASSESSABLE,65702825.0,0.11727922733371939,2550123.4015737507,56,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-12
scenario_2_conservative_15,Scenario 2 Conservative 15%,2017-12,MANUAL_REVIEW,5900,5900,1485,0.25169491525423726,ASSESSABLE,84038900.0,0.23199030889459524,8019080.709859048,547,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2017-12
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-01,APPROVE,3639,0,0,,NOT_MATURED_NOT_ASSESSABLE,59182550.0,0.11545756605097846,2255419.739577817,43,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-01
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-01,MANUAL_REVIEW,4936,0,0,,NOT_MATURED_NOT_ASSESSABLE,70699275.0,0.23050003741752587,6712028.588377088,445,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-01
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-02,APPROVE,2809,0,0,,NOT_MATURED_NOT_ASSESSABLE,46186525.0,0.11545820160220725,1749046.2370396028,50,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-02
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-02,MANUAL_REVIEW,3922,0,0,,NOT_MATURED_NOT_ASSESSABLE,57344000.0,0.23143895185618601,5485487.594850905,344,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-02
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-03,APPROVE,3053,0,0,,NOT_MATURED_NOT_ASSESSABLE,49860200.0,0.11479393784014413,1900124.9993807126,44,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-03
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-03,MANUAL_REVIEW,4098,0,0,,NOT_MATURED_NOT_ASSESSABLE,58964675.0,0.23015298915124474,5578249.450271919,376,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-03
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-04,APPROVE,2890,0,0,,NOT_MATURED_NOT_ASSESSABLE,45949400.0,0.11570812739766263,1751979.5562321707,38,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-04
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-04,MANUAL_REVIEW,4015,0,0,,NOT_MATURED_NOT_ASSESSABLE,56496975.0,0.2307273411265747,5366728.852401876,371,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-04
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-05,APPROVE,2803,0,0,,NOT_MATURED_NOT_ASSESSABLE,44335425.0,0.1149673619301531,1696021.3385953833,28,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-05
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-05,MANUAL_REVIEW,3816,0,0,,NOT_MATURED_NOT_ASSESSABLE,54880600.0,0.2313930755578472,5273664.489167089,349,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-05
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-06,APPROVE,2139,0,0,,NOT_MATURED_NOT_ASSESSABLE,34108725.0,0.1156969250453119,1303140.187314251,29,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-06
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-06,MANUAL_REVIEW,2741,0,0,,NOT_MATURED_NOT_ASSESSABLE,38462225.0,0.23037595728036503,3668238.770188767,267,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-06
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-07,APPROVE,1816,0,0,,NOT_MATURED_NOT_ASSESSABLE,28815475.0,0.11609465295912484,1127058.9520259998,31,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-07
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-07,MANUAL_REVIEW,2491,0,0,,NOT_MATURED_NOT_ASSESSABLE,34576250.0,0.2296304000701964,3275856.819243705,244,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-07
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-08,APPROVE,1532,0,0,,NOT_MATURED_NOT_ASSESSABLE,23307450.0,0.11347446266547791,869517.3024095045,17,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-08
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-08,MANUAL_REVIEW,2022,0,0,,NOT_MATURED_NOT_ASSESSABLE,27037675.0,0.22965400976503936,2565559.989673728,189,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-08
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-09,APPROVE,1093,0,0,,NOT_MATURED_NOT_ASSESSABLE,16426450.0,0.11499585682616659,618660.9929835715,14,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-09
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-09,MANUAL_REVIEW,1327,0,0,,NOT_MATURED_NOT_ASSESSABLE,18790350.0,0.2300501955494975,1775932.4556801014,140,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-09
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-10,APPROVE,985,0,0,,NOT_MATURED_NOT_ASSESSABLE,14464750.0,0.11686245920768244,562141.3508692551,20,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-10
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-10,MANUAL_REVIEW,1161,0,0,,NOT_MATURED_NOT_ASSESSABLE,15603575.0,0.22700457149692044,1437731.3588531655,93,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-10
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-11,APPROVE,749,0,0,,NOT_MATURED_NOT_ASSESSABLE,11104000.0,0.11427584477312984,418691.8136694739,14,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-11
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-11,MANUAL_REVIEW,878,0,0,,NOT_MATURED_NOT_ASSESSABLE,11396100.0,0.2258506750156346,1045074.8232741638,72,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-11
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-12,APPROVE,620,0,0,,NOT_MATURED_NOT_ASSESSABLE,9269825.0,0.1144781869277742,346882.06865953206,8,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-12
scenario_2_conservative_15,Scenario 2 Conservative 15%,2018-12,MANUAL_REVIEW,625,0,0,,NOT_MATURED_NOT_ASSESSABLE,7946575.0,0.2251992929042259,734669.8460124945,55,0,0.15,0.35,False,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2018-12
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-06,APPROVE,19,19,3,0.15789473684210525,ASSESSABLE,70450.0,0.13932060255175224,3533.349382777829,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-06
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-06,MANUAL_REVIEW,4,4,0,0.0,ASSESSABLE,14900.0,0.24027092433158034,1634.5458605822307,1,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-06
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-07,APPROVE,36,36,3,0.08333333333333333,ASSESSABLE,207400.0,0.12316170687948924,8561.928237237513,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-07
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-07,MANUAL_REVIEW,26,26,4,0.15384615384615385,ASSESSABLE,134225.0,0.2473255350809151,14454.924315307833,18,1,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-07
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-08,APPROVE,43,43,10,0.23255813953488372,ASSESSABLE,290450.0,0.13144227725223248,15319.389589563527,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-08
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-08,MANUAL_REVIEW,29,29,10,0.3448275862068966,ASSESSABLE,212850.0,0.23844400270410002,22875.43188043614,13,1,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-08
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-09,APPROVE,24,24,2,0.08333333333333333,ASSESSABLE,163125.0,0.1300818068186702,6569.352070179227,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-09
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-09,MANUAL_REVIEW,29,29,11,0.3793103448275862,ASSESSABLE,209825.0,0.24940704403493683,24636.454835169556,22,2,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-09
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-10,APPROVE,50,50,11,0.22,ASSESSABLE,368125.0,0.14496454645954596,20049.07308402921,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-10
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-10,MANUAL_REVIEW,55,55,23,0.41818181818181815,ASSESSABLE,385100.0,0.24720713891069732,44231.267338673315,32,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-10
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-11,APPROVE,49,49,14,0.2857142857142857,ASSESSABLE,546000.0,0.14422866615833035,27184.817161363342,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-11
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-11,MANUAL_REVIEW,63,63,20,0.31746031746031744,ASSESSABLE,462650.0,0.24983130709480342,50854.508686328925,40,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-11
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-12,APPROVE,96,96,22,0.22916666666666666,ASSESSABLE,1143800.0,0.14924763109478503,61388.95328367449,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-12
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2007-12,MANUAL_REVIEW,76,76,25,0.32894736842105265,ASSESSABLE,743375.0,0.24951093391212567,81991.22932606375,36,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2007-12
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-01,APPROVE,162,162,36,0.2222222222222222,ASSESSABLE,1626350.0,0.13579636043522875,77370.83560980485,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-01
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-01,MANUAL_REVIEW,143,143,48,0.3356643356643357,ASSESSABLE,1299650.0,0.2501726035316123,144732.68789994027,53,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-01
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-02,APPROVE,169,169,25,0.14792899408284024,ASSESSABLE,1623475.0,0.14114331973072863,76865.6763717216,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-02
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-02,MANUAL_REVIEW,137,137,36,0.26277372262773724,ASSESSABLE,1335750.0,0.25098118483337506,146717.32530291736,51,3,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-02
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-03,APPROVE,219,219,45,0.2054794520547945,ASSESSABLE,2541800.0,0.14126072408613644,129058.95342823843,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-03
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-03,MANUAL_REVIEW,183,183,44,0.24043715846994534,ASSESSABLE,1608250.0,0.2517404176240533,178989.01265017496,78,2,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-03
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-04,APPROVE,135,135,24,0.17777777777777778,ASSESSABLE,1339250.0,0.14097463953809722,67441.56846414568,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-04
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-04,MANUAL_REVIEW,124,124,39,0.31451612903225806,ASSESSABLE,1094625.0,0.24814109366716314,118512.12179809628,50,1,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-04
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-05,APPROVE,62,62,10,0.16129032258064516,ASSESSABLE,361050.0,0.1437700812116777,18830.204711545208,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-05
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-05,MANUAL_REVIEW,53,53,15,0.2830188679245283,ASSESSABLE,267850.0,0.24876919603486708,29703.73855691748,17,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-05
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-06,APPROVE,76,76,10,0.13157894736842105,ASSESSABLE,418950.0,0.14371932237548204,22538.70137486358,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-06
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-06,MANUAL_REVIEW,48,48,12,0.25,ASSESSABLE,241225.0,0.2436451810056768,26646.106555001676,20,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-06
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-07,APPROVE,66,66,14,0.21212121212121213,ASSESSABLE,446800.0,0.13798336714672801,22065.884231366643,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-07
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-07,MANUAL_REVIEW,75,75,16,0.21333333333333335,ASSESSABLE,409675.0,0.24897614929998643,45240.989348528914,26,1,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-07
scenario_3_overlay_20,Scenario 3 20% plus DTI/FICO overlay,2008-08,APPROVE,53,53,7,0.1320754716981132,ASSESSABLE,300925.0,0.1481888079041246,16423.347249671984,0,0,0.2,0.35,True,Observed,Derived,P6/P2,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Policy decision outcomes use matured denominators,2008-08
